kind,name,name_zh_hans,image_url,source_page,source,translation_source
pokemon,Abra,凯西,https://pokopiadex.com/images/pokemon/sprites/abra.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
pokemon,Absol,阿勃梭鲁,https://pokopiadex.com/images/pokemon/sprites/absol.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
pokemon,Aerodactyl,化石翼龙,https://pokopiadex.com/images/pokemon/sprites/aerodactyl.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
pokemon,Alakazam,胡地,https://pokopiadex.com/images/pokemon/sprites/alakazam.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
pokemon,Altaria,七夕青鸟,https://pokopiadex.com/images/pokemon/sprites/altaria.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
pokemon,Amaura,冰雪龙,https://pokopiadex.com/images/pokemon/sprites/amaura.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
pokemon,Ampharos,电龙,https://pokopiadex.com/images/pokemon/sprites/ampharos.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
pokemon,Arbok,阿柏怪,https://pokopiadex.com/images/pokemon/sprites/arbok.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
pokemon,Arcanine,风速狗,https://pokopiadex.com/images/pokemon/sprites/arcanine.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
pokemon,Ariados,阿利多斯,https://pokopiadex.com/images/pokemon/sprites/ariados.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
pokemon,Armarouge,红莲铠骑,https://pokopiadex.com/images/pokemon/sprites/armarouge.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names
